Fold,Mean absolute error,Pearson correlation,Spearman correlation,Epoch,train NLL,test NLL
2,1.5557886362075806,-0.19749373197555542,-0.16975194372454647,0,1.4517928123474122,2.480327844619751
2,1.1894341111183167,-0.15066340565681458,-0.11898462749202746,1,1.3462111949920654,1.9647231101989746
2,1.2773313522338867,-0.12424758076667786,-0.05338321208381189,2,1.3216135025024414,2.2645058631896973
2,0.42532268166542053,0.7433583438396454,0.7477477477477479,3,0.8176726818084716,0.8570246696472168
2,0.547217607498169,0.8752541542053223,0.8491916574108357,4,0.7157275080680847,1.750306248664856
2,0.19143828749656677,0.8968809545040131,0.8698321609280514,5,0.3429353594779968,0.43312782049179077
2,0.15451989322900772,0.9160080850124359,0.8913365420214737,6,0.33245751857757566,0.0702882707118988
2,0.15004365891218185,0.9335776269435883,0.9107737874861165,7,0.10602716710418462,-0.0014626460615545511
2,0.5791950821876526,0.9339478313922882,0.9187029495248674,8,0.6097299635410309,1.1351677179336548
2,0.26972435414791107,0.9224276542663574,0.9146303838084662,9,0.4271241158246994,0.4931735396385193
