Fold,Mean absolute error,Pearson correlation,Spearman correlation,Epoch,train NLL,test NLL
0,0.1488787606358528,0.9751370847225189,0.9753614173079517,0,0.1108117014169693,0.10720573365688324
0,0.13409174978733063,0.9783094227313995,0.9789980210043356,1,0.10359087735414504,0.09910751134157181
0,0.13319646567106247,0.9788470566272736,0.9795714366120805,2,0.11449378877878189,0.10055731236934662
0,0.13078799098730087,0.9776501953601837,0.9769403886372157,3,0.09996947050094604,0.09599989652633667
0,0.12825292348861694,0.979398638010025,0.9791854745241282,4,0.09926676750183105,0.09577225893735886
0,0.1601884663105011,0.9793819189071655,0.9785850794052534,5,0.08804061561822892,0.11754358559846878
0,0.1276506632566452,0.9803852736949921,0.979652676223542,6,0.08718326538801194,0.09363242238759995
0,0.1331184357404709,0.9800413548946381,0.9809598078543378,7,0.10740213692188263,0.09741450846195221
0,0.13451001793146133,0.9804002940654755,0.9805027858366453,8,0.09046317040920257,0.09839754551649094
0,0.13135644048452377,0.9793889224529266,0.9789449409620035,9,0.09330945163965225,0.09629230946302414
0,0.1302635222673416,0.9822609424591064,0.9816410609252924,10,0.10328333377838135,0.09664229303598404
0,0.12484921514987946,0.9806348085403442,0.9795834246212889,11,0.08388901352882386,0.09290722012519836
0,0.12048891931772232,0.981608510017395,0.98142823178064,12,0.08844133615493774,0.0883016362786293
0,0.13093522191047668,0.9782431721687317,0.9770487388612306,13,0.08993239998817444,0.09906723350286484
0,0.11671064794063568,0.9830026030540466,0.9823048275076001,14,0.08782873451709747,0.08653150498867035
0,0.12051425501704216,0.9831500351428986,0.9825205484273374,15,0.08590319156646728,0.08819800615310669
0,0.11626223474740982,0.982498288154602,0.9818999755460098,16,0.07876124233007431,0.08622099459171295
0,0.11858998239040375,0.9822887480258942,0.9819856261358344,17,0.08636628687381745,0.08678798377513885
0,0.11530432477593422,0.9832542240619659,0.9827278483750821,18,0.09140091389417648,0.0853821337223053
0,0.12102694809436798,0.9822694361209869,0.9819289678369582,19,0.08558343350887299,0.08858008682727814
0,0.12746937572956085,0.9819316864013672,0.9816060341126606,20,0.08962374925613403,0.0923740565776825
0,0.11546400189399719,0.9836024343967438,0.9830215468225392,21,0.09008843004703522,0.08642086386680603
0,0.11207029595971107,0.9833602905273438,0.9825614322547469,22,0.08256919384002685,0.08233797550201416
0,0.11298743635416031,0.9841189086437225,0.9831562828978849,23,0.08287330865859985,0.08321215212345123
0,0.11056620627641678,0.9836328029632568,0.9827986344848658,24,0.08807366639375687,0.0815075933933258
0,0.12875711172819138,0.9829335808753967,0.982533141865763,25,0.07370645627379417,0.09352653473615646
0,0.11918483301997185,0.9835528433322906,0.9825740834637127,26,0.07491614818572997,0.08994725346565247
0,0.12133625522255898,0.9827660322189331,0.9831411560861789,27,0.08826033025979996,0.08988071233034134
0,0.1104980930685997,0.983571857213974,0.9831632812548099,28,0.08718040436506272,0.08143848180770874
0,0.11413859575986862,0.9833090007305145,0.9834960630309884,29,0.07771101146936417,0.08459138870239258
