Fold,Mean absolute error,Pearson correlation,Spearman correlation,Epoch,train NLL,test NLL
1,0.22596503794193268,0.9734857976436615,0.9757844575498089,0,0.09171926975250244,0.380710244178772
1,0.17445166409015656,0.9750232398509979,0.9761494511893403,1,0.10552863851189613,0.09089729189872742
1,0.1704818159341812,0.9760908782482147,0.976256513549894,2,0.08337355796247721,0.02823713608086109
1,0.1717168167233467,0.9760400354862213,0.9764660691441003,3,-0.000571250356733799,0.0009887268533930182
1,0.17204074561595917,0.9763997197151184,0.9764412639964528,4,0.0053976023569703106,0.0015904918545857072
1,0.16327358037233353,0.9767521917819977,0.976441036772061,5,-0.02142817825078964,-0.05692494660615921
1,0.17505336552858353,0.9764255285263062,0.9764647581449486,6,-0.11784192211925984,-0.02932817116379738
1,0.16544492542743683,0.976596474647522,0.976457185196907,7,0.13013916313648224,-0.03897693008184433
1,0.16430091857910156,0.9760874807834625,0.9764433811470146,8,0.03926137089729309,-0.011638239026069641
1,0.16971296817064285,0.9763308763504028,0.9764612570060371,9,-0.06249381024390459,-0.025659721344709396
1,0.23852811008691788,0.9709284007549286,0.9764811687696249,10,0.1765512652695179,0.2611444592475891
1,0.2128070369362831,0.9743492603302002,0.9765402677497541,11,0.11752886511385441,0.1352403163909912
1,0.18614277988672256,0.9762877225875854,0.9766369771629345,12,-0.0664166808128357,0.016256581991910934
1,0.1569879800081253,0.9770305454730988,0.9767092246940305,13,-0.16126450765877962,-0.1428474634885788
1,0.15358752757310867,0.9766628444194794,0.9767675950035486,14,-0.07164733707904816,-0.16726647317409515
1,0.18351558595895767,0.9735267162322998,0.976817478610856,15,0.06376275047659874,0.08227178454399109
1,0.1717553213238716,0.9770401418209076,0.9769439668937241,16,-0.09765825804206543,-0.08265739679336548
1,0.16519128531217575,0.9772289991378784,0.9770349154433856,17,-0.21537719070911407,-0.13709604740142822
1,0.15126998722553253,0.9770476818084717,0.9771619281264077,18,0.013601680845022201,-0.18841439485549927
1,0.17037147283554077,0.9771764874458313,0.9772936064240705,19,-0.23053348064422607,-0.11215830594301224
1,0.16632592678070068,0.977361649274826,0.9773630353970661,20,-0.031510072946548465,-0.08586149662733078
1,0.14912297576665878,0.9777521789073944,0.977454840127895,21,-0.15989407226443292,-0.20605994760990143
1,0.15181538462638855,0.9776814579963684,0.9776864280420188,22,-0.0699039340019226,-0.19584058225154877
1,0.15796303749084473,0.9779820740222931,0.9777081212221852,23,-0.060821430711075666,-0.17407949268817902
1,0.1498710736632347,0.9778878092765808,0.9779732863101073,24,-0.1004338800907135,-0.19989557564258575
1,0.15923972427845,0.9772138297557831,0.9780149798542457,25,0.05973357558250427,-0.16752047836780548
1,0.15268346667289734,0.9783373177051544,0.9781083037992215,26,-0.11520181633532048,-0.19521580636501312
1,0.14903880655765533,0.9786263704299927,0.9782409460663433,27,-0.1962326116859913,-0.21677064895629883
1,0.15790877491235733,0.9786193072795868,0.9783279809865022,28,-0.3257515698671341,-0.1844559907913208
1,0.15660548210144043,0.9772173166275024,0.9783570388971135,29,0.08356344439089299,-0.18171139061450958
