Fold,Mean absolute error,Pearson correlation,Spearman correlation,Epoch,train NLL,test NLL
1,0.3926233500242233,0.9059613943099976,0.9347321694282864,0,0.6579059302806854,0.8834111094474792
1,0.23049229383468628,0.9765854775905609,0.9777758498378486,1,0.12488283812999726,0.5172507762908936
1,0.28857043385505676,0.9760529398918152,0.9781100620804368,2,0.2972030870616436,0.48828932642936707
1,0.1855824738740921,0.9770468175411224,0.9781001176818382,3,0.014964836090803147,0.2451237291097641
1,0.1655794158577919,0.9779625833034515,0.9782790113123032,4,-0.023230255395174027,0.04933376610279083
1,0.18557841330766678,0.9770446717739105,0.9782270957458925,5,0.0371713537722826,0.09490406513214111
1,0.20820602029561996,0.9642632305622101,0.9762966417831316,6,0.06167547069489956,0.1346561163663864
1,0.22169630229473114,0.9741858839988708,0.9777876025596564,7,0.3258086286485195,0.31105297803878784
1,0.2516956031322479,0.968788743019104,0.9781184408229971,8,0.33527998998761177,0.30400800704956055
1,0.18634098023176193,0.972929447889328,0.9778763686845653,9,0.03562767300754786,0.042914219200611115
1,0.20880451798439026,0.9681687355041504,0.9781204458805297,10,0.215046788752079,0.14933039247989655
1,0.16430743783712387,0.9774608314037323,0.9785122881049889,11,0.07293898239731789,0.013061749748885632
1,0.15222934633493423,0.9785389006137848,0.9789472044446882,12,-0.060273644886910914,-0.07137269526720047
1,0.1516161486506462,0.9781132340431213,0.9779610400356776,13,-0.06769203753210604,-0.12145180255174637
1,0.15711506456136703,0.9791809916496277,0.9792167921408532,14,-0.011517882347106934,-0.06576990336179733
1,0.15609872341156006,0.9786449372768402,0.9793728318869543,15,0.0010601630434393882,-0.07075338810682297
1,0.15691842138767242,0.9793691635131836,0.9794863798370181,16,-0.11351329013705254,-0.1045861542224884
1,0.1543886587023735,0.9798283874988556,0.9798050143249792,17,-0.1551191031932831,-0.10383672267198563
1,0.15464244037866592,0.9795450866222382,0.9793698666357961,18,-0.07165572419762611,-0.15360918641090393
1,0.14499057829380035,0.9793469309806824,0.979605310595364,19,-0.3072648674249649,-0.20898868143558502
1,0.16736266762018204,0.9801987111568451,0.9801058152918851,20,-0.11283369306474925,-0.10212448984384537
1,0.13980162143707275,0.980103075504303,0.9800315124867325,21,-0.21701723635196685,-0.26193609833717346
1,0.16264871507883072,0.9794233739376068,0.9802105332774771,22,-0.06928877532482147,-0.12741059064865112
1,0.1402929425239563,0.9804619550704956,0.9802486254385906,23,-0.1123389858752489,-0.25497740507125854
1,0.15256807953119278,0.9805442094802856,0.9805782145586537,24,-0.17308568432927132,-0.19936105608940125
1,0.15009959042072296,0.9793196618556976,0.9805754035473278,25,0.050279127061367036,-0.17928341031074524
1,0.1676333174109459,0.9803961217403412,0.9807555966746583,26,-0.11085098758339881,-0.10923764854669571
1,0.14093642681837082,0.9808662235736847,0.9812519101064847,27,-0.1758175790309906,-0.23577086627483368
1,0.14043350517749786,0.9811252355575562,0.9810937419147019,28,-0.42915889620780945,-0.27381712198257446
1,0.14326827973127365,0.9812315702438354,0.9815197086743955,29,-0.16515117585659028,-0.224093496799469
